Name,Platform,Follow,Link,CAT,Status
Thiên Ân,Facebook,49320,https://www.facebook.com/100000073085774,Technology,
Oops Buron,Facebook,107434,https://www.facebook.com/1119785148046074,Technology,
Nhung Hoàng,Facebook,35299,https://www.facebook.com/100004129212820,Technology,
Trần Thị Phương Uyên,Facebook,321300,https://www.facebook.com/100000706167438,Technology,
Hy Nam,Facebook,286815,https://www.facebook.com/1621071878135549,Technology,
Võ Minh Chí,Facebook,34143,https://www.facebook.com/100008639409563,Technology,
Trần Nguyễn Thanh Vân,Facebook,51387,https://www.facebook.com/100006418754233,Technology,
Vũ Thu Hương,Facebook,50266,https://www.facebook.com/100003123741495,Technology,
Luong Huy,Facebook,254596,https://www.facebook.com/100008660317998,Technology,
Trần Thị Phương Uyên,Facebook,321300,https://www.facebook.com/100000706167438,Technology,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Travel,
Mina Nguyen,Facebook,17010,https://www.facebook.com/100001088395200,Travel,
Lý Thành Cơ,Facebook,21413,https://www.facebook.com/100012488204022,Travel,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Travel,
Hoang Le Giang,Facebook,38898,https://www.facebook.com/644756408,Travel,
Vinh Gấu - A Wanderlust.,Facebook,42338,https://www.facebook.com/2188370538056284,Travel,
Nhị Đặng,Facebook,42697,https://www.facebook.com/1152214108,Travel,
Tâm Bùi,Facebook,43687,https://www.facebook.com/1380553415,Travel,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Travel,
Khoai Lang Thang,Facebook,344734,https://www.facebook.com/182036678877074,Travel,
Gin Tuấn Kiệt,Facebook,833503,https://www.facebook.com/753970797978253,Travel,
Chloe Nguyen,Facebook,67378,https://www.facebook.com/100006537583940,Travel,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Travel,
Loan Hoàng,Facebook,310393,https://www.facebook.com/100001650992984,Travel,
Tâm Bùi,Facebook,43687,https://www.facebook.com/1380553415,Travel,
Trần Việt Anh - Dulichbui24.com,Facebook,19656,https://www.facebook.com/299789923540003,Travel,
Rosie Nguyen,Facebook,67249,https://www.facebook.com/536079260,Travel,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,Travel,
Hoàng Tuấn Kiên,Facebook,288038,https://www.facebook.com/1490713067,Travel,
Nhị Đặng,Facebook,42697,https://www.facebook.com/1152214108,Travel,
Chloe Nguyen,Facebook,67378,https://www.facebook.com/100006537583940,Travel,
Liêu Hà Trinh,Facebook,174908,https://www.facebook.com/728312135,Travel,
Tô Thái Hùng,Facebook,31421,https://www.facebook.com/100001123957457,Travel,
Trần Đặng Đăng Khoa,Facebook,229316,https://www.facebook.com/1184288168,Travel,
Fahoka Xê Dịch,Facebook,14260,https://www.facebook.com/1654480828169476,Travel,
Huyen Chip,Facebook,86348,https://www.facebook.com/247984031984645,Travel,
Đoàn Thị Ngọc Ánh,Facebook,98895,https://www.facebook.com/100012326612818,Travel,
ViruSs,Facebook,1768586,https://www.facebook.com/347271322075204,Travel,
Trần Quang Đại,Facebook,221773,https://www.facebook.com/622516125,Travel,
Ninh Tito,Facebook,33767,https://www.facebook.com/307755752932085,Travel,
Lê Hà Trúc,Facebook,9803,https://www.facebook.com/100030559061866,Travel,
Rosie Nguyen,Facebook,67249,https://www.facebook.com/536079260,Travel,
Vuong Thien Minh,Facebook,108660,https://www.facebook.com/1368099604,Travel,
Hoang Le Giang,Facebook,38898,https://www.facebook.com/644756408,Travel,
Khoai Lang Thang,Facebook,344734,https://www.facebook.com/182036678877074,Travel,
Nhị Đặng,Facebook,42697,https://www.facebook.com/1152214108,Travel,
Hang Dinh,Facebook,36768,https://www.facebook.com/693467919,Travel,
Cao Thien Trang,Facebook,127800,https://www.facebook.com/100003605368381,Travel,
Nguyen Thi Lien Huong,Facebook,89277,https://www.facebook.com/1025151368,Travel,
Vũ Phương Thanh,Facebook,454982,https://www.facebook.com/719335150,Travel,
Lâm Trúc Nguyễn,Facebook,7443,https://www.facebook.com/772718532,Travel,
Diệu Nhi,Facebook,657302,https://www.facebook.com/100000874722731,Travel,
Ngân Kim Hoàng,Facebook,298280,https://www.facebook.com/100001153218149,Travel,
Phí Ngọc Hưng,Facebook,484100,https://www.facebook.com/100003029615043,Travel,
Vũ Phương Thanh,Facebook,454982,https://www.facebook.com/719335150,Travel,
Fanny Tran,Facebook,450827,https://www.facebook.com/333414227118522,Travel,
Nguyễn Đức Tân,Facebook,26698,https://www.facebook.com/1072771445,Travel,
Tô Thái Hùng,Facebook,31421,https://www.facebook.com/100001123957457,Travel,
Cao Minh Thắng,Facebook,214232,https://www.facebook.com/100000027851233,Travel,
Sĩ Thanh,Facebook,651764,https://www.facebook.com/488014184879702,Travel,
Vũ Phương Anh,Facebook,414602,https://www.facebook.com/100001563433718,Travel,
Phạm Thu Trang,Facebook,467855,https://www.facebook.com/1650564135,Travel,
Trần Khánh Linh,Facebook,29867,https://www.facebook.com/100015077745498,Travel,
Dư Khánh Vũ,Facebook,968905,https://www.facebook.com/222092204879555,Travel,
Trần Đặng Đăng Khoa,Facebook,229316,https://www.facebook.com/1184288168,Travel,
Quang Vinh,Facebook,237132,https://www.facebook.com/585585786,Travel,
Giang Ơi,Facebook,252585,https://www.facebook.com/1133098380074151,Travel,
Ngo Tran Hai An,Facebook,23028,https://www.facebook.com/837179756,Travel,
Bao Anh,Facebook,826550,https://www.facebook.com/100001054040248,Travel,
Mia Dang,Facebook,140295,https://www.facebook.com/100001536905215,Travel,
Phương Anh Phí,Facebook,290787,https://www.facebook.com/100000472143073,Travel,
Hòa Huy Ngô,Facebook,11412,https://www.facebook.com/1170739849,Travel,
Nguyên Yunie Lương,Facebook,228979,https://www.facebook.com/100003914234003,Travel,
Ta Quoc Ky Nam,Facebook,73539,https://www.facebook.com/511867494,Travel,
,Facebook,0,https://facebook.com/undefined,Travel,
Trần Việt Anh - Dulichbui24.com,Facebook,19656,https://www.facebook.com/299789923540003,Travel,
Tống Khánh Linh,Facebook,122329,https://www.facebook.com/100000067844236,Travel,
Chloe Nguyen,Facebook,67378,https://www.facebook.com/100006537583940,Travel,
Nguyễn Mẫn Thuỷ Tiên,Facebook,281637,https://www.facebook.com/100003620755586,Travel,
Phí Quỳnh Anh,Facebook,914705,https://www.facebook.com/100000029240149,Travel,
Kelbin Lei,Facebook,241889,https://www.facebook.com/684600531,Travel,
Trịnh Thảo,Facebook,219680,https://www.facebook.com/100006953940585,Travel,
Don Nguyen,Facebook,914262,https://www.facebook.com/donnguyenfc,Travel,
Trần Quang Đại,Facebook,221773,https://www.facebook.com/622516125,Travel,
Nguyễn Nam Thương,Facebook,262123,https://www.facebook.com/100009059781302,Travel,
Trần Quang Đại,Facebook,497564,https://www.facebook.com/146182648924942,Travel,
Tâm Bùi,Facebook,43687,https://www.facebook.com/1380553415,Travel,
Vũ Dino,Facebook,67858,https://www.facebook.com/100000162431253,Travel,
Hoàng Tuấn Kiên,Facebook,288038,https://www.facebook.com/1490713067,Travel,
Chế Nguyễn Quỳnh Châu,Facebook,160793,https://www.facebook.com/1794342963,Travel,
Phuong Mai Nguyen,Facebook,57809,https://www.facebook.com/1302771691,Travel,
Liêu Hà Trinh,Facebook,174908,https://www.facebook.com/728312135,Travel,
Vũ Trần Kim Nhã,Facebook,338037,https://www.facebook.com/100000240565018,Travel,
Nguyen Thien Nga,Facebook,185435,https://www.facebook.com/1264593833,Travel,
Quang Đăng Đỗ,Facebook,221909,https://www.facebook.com/743734354,Travel,
Tang Thanh Ha,Facebook,113092,https://www.facebook.com/1409126692,Travel,
JayKii,Facebook,782967,https://www.facebook.com/230570857459957,Travel,
Lindsie Pham,Facebook,137326,https://www.facebook.com/1723064731304001,Travel,
Trần Ba Duy,Facebook,316529,https://www.facebook.com/1788602059,Travel,
Hải Triều,Facebook,164354,https://www.facebook.com/1758707871076262,Travel,
Vinh Gấu - A Wanderlust.,Facebook,42338,https://www.facebook.com/2188370538056284,Travel,
Trần Quốc Anh,Facebook,764084,https://www.facebook.com/1800264379,Travel,
Trần Bảo Bảo,Facebook,1412753,https://www.facebook.com/1848268709,Travel,
Rosie Nguyen,Facebook,67249,https://www.facebook.com/536079260,Travel,
Tú Hảo,Facebook,330879,https://www.facebook.com/100003693544645,Travel,
Hoang Le Giang,Facebook,38898,https://www.facebook.com/644756408,Travel,
Tùng Sơn Nguyễn,Facebook,223507,https://www.facebook.com/100001722678939,Travel,
Huyen Chip,Facebook,86348,https://www.facebook.com/247984031984645,Travel,
Diệp Bảo Ngọc,Facebook,298514,https://www.facebook.com/100004170813482,Travel,
Loan Hoàng,Facebook,310393,https://www.facebook.com/100001650992984,Travel,
Chuyện Kể Về Những Chuyến Đi,Facebook,125714,https://www.facebook.com/151599552035797,Travel,
Linh Đặng Khánh Nguyễn,Facebook,194515,https://www.facebook.com/100001747659899,Travel,
Gin Tuấn Kiệt,Facebook,833503,https://www.facebook.com/753970797978253,Travel,
Yaya Trương Nhi,Facebook,280224,https://www.facebook.com/100002683616237,Travel,
Lynh miêu,Facebook,42222,https://www.facebook.com/263175573817307,Travel,
Nguyen Cao Ky Duyen,Facebook,497254,https://www.facebook.com/100003022138184,Travel,
Lê Hà,Facebook,247628,https://www.facebook.com/100003040744491,Travel,
Isaac,Facebook,526606,https://www.facebook.com/1414486692211613,Travel,
Lý Quí Khánh,Facebook,270556,https://www.facebook.com/100000218185235,Travel,
Thái Trinh Nguyễn,Facebook,102854,https://www.facebook.com/1638401208,Travel,
Kelly Huynh,Facebook,110396,https://www.facebook.com/100002561182666,Travel,
Lý Thành Cơ,Facebook,21413,https://www.facebook.com/100012488204022,Travel,
Diệp Lâm Anh,Facebook,412921,https://www.facebook.com/1638255216399775,Travel,
Quang Vinh,Facebook,188906,https://www.facebook.com/556707117872204,Travel,
Trâm Ngô Thùy,Facebook,444369,https://www.facebook.com/100008328874764,Travel,
Vuong Thien Minh,Facebook,108660,https://www.facebook.com/1368099604,Travel,
Hoàng Ku,Facebook,232664,https://www.facebook.com/100002034945562,Travel,
Đỗ Hoàng Dương,Facebook,400287,https://www.facebook.com/100001852250063,Travel,
MIN,Facebook,687818,https://www.facebook.com/480981821930289,Travel,
Huy Nam,Facebook,154374,https://www.facebook.com/100010802800920,Travel,
Vũ Thảo Uyên Nhi,Facebook,228378,https://www.facebook.com/100007171305518,Travel,
Ca sĩ Anh Tú,Facebook,207021,https://www.facebook.com/kenhanhtu,Travel,
Mi Soa,Facebook,72086,https://www.facebook.com/1435253880019423,Travel,
Chau Bui,Facebook,290728,https://www.facebook.com/796192283814580,Travel,
Ninh Tito,Facebook,33767,https://www.facebook.com/307755752932085,Travel,
Thao Nhi Le,Facebook,22682,https://www.facebook.com/100000508202900,Travel,
Tô Bửu Phát,Facebook,507218,https://www.facebook.com/100001814783574,Travel,
Mina Nguyen,Facebook,17010,https://www.facebook.com/100001088395200,Travel,
Nhị Đặng,Facebook,42697,https://www.facebook.com/1152214108,Travel,
Ngoc Minh Duong,Facebook,199655,https://www.facebook.com/100007780832885,Travel,
Dinh Hang's Travels,Facebook,37075,https://www.facebook.com/333667030032112,Travel,
Travelling Kat,Facebook,13922,https://www.facebook.com/104238963012919,Travel,
Băng Di,Facebook,406037,https://www.facebook.com/1724361904,Travel,
Bill Balo,Facebook,16130,https://www.facebook.com/446691225383729,Travel,
Khoai Lang Thang,Facebook,344734,https://www.facebook.com/182036678877074,Travel,
Trinh Pham,Facebook,44593,https://www.facebook.com/669249832,Travel,
Thúc Lĩnh Lincoln,Facebook,116720,https://www.facebook.com/100003503790596,Travel,
Trần Phi Yến,Facebook,140966,https://www.facebook.com/100003223896424,Travel,
Ngô Trọng Thành,Facebook,620289,https://www.facebook.com/100003856261357,Travel,
Ông Cao Thắng,Facebook,697313,https://www.facebook.com/144218352454605,Travel,
Phương Ly,Facebook,903566,https://www.facebook.com/473671242986401,Travel,
Đinh Huyền Trang ,Facebook,"153,000",https://www.facebook.com/profile.php?id=100002862012664,69Group,
Trần thanh huyền,Facebook,49000,https://www.facebook.com/ttthuyen.3979,69Group,
Huỳnh Ngọc Huyền,Facebook,47000,https://www.facebook.com/123Huynhngochuyen,69Group,
Minh Nguyet,Facebook,70000,https://m.facebook.com/MNCECILIA567?ref=bookmarks,69Group,
Hải Yến Nguyễn,Facebook,95000,https://www.facebook.com/YenHichii097,69Group,
Sin Nguyễn,Facebook,60000,https://www.facebook.com/sin.nguyen.962903,69Group,
Nguyễn Trường Cơ,Facebook,55700,https://www.facebook.com/truongco.nguyen,69Group,
Lê Đình Hoài Trinh,Facebook,42000,https://www.facebook.com/pnHoaiTrinh,69Group,
yina trần,Facebook,77890,https://www.facebook.com/yina.tran.3,69Group,
Đặng Thị Huế,Facebook,104000,https://www.facebook.com/XubiRuby.hue,69Group,
Đỗ Thu Hương,Facebook,58700,http://www.facebook.com/hermy.meo,69Group,
Hoài Trinh,Facebook,149500,id : 2159356330,69Group,
Bạch Huyền Trang ,Facebook,"154,330",https://www.instagram.com/bachhuyentrang25/?hl=vi,69Group,
Nguyễn Giáng Tiên,Facebook,73000,www.facebook.com/tiento.te.58,69Group,
Bạch Huyền Trang ,Facebook,434000,https://www.instagram.com/bachhuyentrang25/?hl=vi,69Group,
Nguyễn Phương Trang,Facebook,35000,https://www.facebook.com/Trangladyhihi,69Group,
Phạm Ngọc Anh,Facebook,766000,https://www.facebook.com/VetBog96.BHT,69Group,
Mạc Yến,Facebook,107000,Facebook.com/thanhkimyen,69Group,
Trần Vũ Thị Kim Yến,Facebook,55080,https://www.facebook.com/nhongu.ngo.7,69Group,
Thu Dory,Facebook,20000,https://www.facebook.com/thu.dory,69Group,
Mộng Tuyền Nguyễn,Facebook,59200,https://www.facebook.com/2703tc,69Group,
Lan Anh Nguyễn,Facebook,25000,https://www.facebook.com/Cuniu.s2,69Group,
Thuý Hoàn Trần,Facebook,"56,029",https://www.facebook.com/thuyhoan.tran.37,69Group,
